timestamp,project_uuid,project_numeric_id,device,sheet,usina,modulo,tipo,equipamento_id,pressao,rpm,status_1,status_2,gps,pressao_aspersor,gps_aspersor,pressao_carretel,gps_carretel,velocidade_recolhimento,metragem_mangueira,codigo,bomba_operando,gps_valido,label,gps_aspersor_valido,gps_carretel_valido,is_ok,is_falha,pressao_num,rpm_num,pressao_aspersor_num,pressao_carretel_num,velocidade_recolhimento_num,metragem_mangueira_num,null_count,diagnosticos_corrigidos,BOMBA_OFFLINE,GPS_BOMBA_PROBLEMA,PRESSAO_BOMBA_NULA,CARRETEL_OFFLINE,ASPERSOR_OFFLINE,GPS_ASPERSOR_PROBLEMA,GPS_CARRETEL_PROBLEMA,RECOLHIMENTO_ZERADO,label_corrigido,is_falha_corrigido,is_ok_corrigido
"2026-05-22 00:14:13,000",31ba0823-0fee-4938-be27-26358729adde,88,Device/RADCOM_9027,GERAL,CMAA UVT,FRENTE 1,carretel,46,,,,00000011,-19.380692/-48.287484,0.14,-19.403447/-48.335954,0.21,-19.380692/-48.287484,7.0,255.0,3434M00,1,1,OK,1.0,1.0,1,0,,,0.14,0.21,7.0,255.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:15:13,000",bc21c1d8-67f8-4d25-9d16-e4f70afaa479,87,Device/RADCOM_7867,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,20,1.21,0,88,00000000,-19.387784/-48.331764,,,,,,,,1,1,OK,,,1,0,1.21,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:15:13,000",bc21c1d8-67f8-4d25-9d16-e4f70afaa479,87,Device/RADCOM_7867,GERAL,CMAA CANAPOLIS,FRENTE 3,bomba,21,Null,794,76,00000000,-19.379093/-48.320149,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,794.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-22 00:15:13,000",bc21c1d8-67f8-4d25-9d16-e4f70afaa479,87,Device/RADCOM_7867,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,22,,,,00000011,-19.395708/-48.297430,0.00,-19.378605/-48.336633,0.3,-19.395708/-48.297430,1.0,246.0,3999M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.3,1.0,246.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:15:13,000",bc21c1d8-67f8-4d25-9d16-e4f70afaa479,87,Device/RADCOM_7867,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,24,,,,00000011,Null,0.14,-19.375394/-48.338463,0.27,Null,9.0,171.0,4404M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.14,0.27,9.0,171.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:15:13,000",bc21c1d8-67f8-4d25-9d16-e4f70afaa479,87,Device/RADCOM_7867,GERAL,CMAA CANAPOLIS,FRENTE 3,carretel,26,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,1,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-22 00:16:13,000",d7a1ba53-8074-4544-bc8d-aea00cb5417e,60,Device/RADCOM_4041,GERAL,CMAA UVT,FRENTE 1,bomba,40,1.26,978,84,00000000,-19.400481/-48.306404,,,,,,,,1,1,OK,,,1,0,1.26,978.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:16:13,000",d7a1ba53-8074-4544-bc8d-aea00cb5417e,60,Device/RADCOM_4041,GERAL,CMAA UVT,FRENTE 1,bomba,41,1.49,0,61,00000000,-19.386164/-48.323736,,,,,,,,1,1,OK,,,1,0,1.49,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:16:13,000",d7a1ba53-8074-4544-bc8d-aea00cb5417e,60,Device/RADCOM_4041,GERAL,CMAA UVT,FRENTE 1,carretel,42,,,,00000011,-19.404256/-48.280407,Null,Null,0.44,-19.404256/-48.280407,3.0,216.0,4955M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.44,3.0,216.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:16:13,000",d7a1ba53-8074-4544-bc8d-aea00cb5417e,60,Device/RADCOM_4041,GERAL,CMAA UVT,FRENTE 1,carretel,44,,,,00000011,Null,0.06,-19.399721/-48.284348,0.19,Null,9.0,278.0,3048M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.06,0.19,9.0,278.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:16:13,000",d7a1ba53-8074-4544-bc8d-aea00cb5417e,60,Device/RADCOM_4041,GERAL,CMAA UVT,FRENTE 1,carretel,46,,,,00000011,-19.393021/-48.294053,0.16,Null,0.2,-19.393021/-48.294053,2.0,113.0,3840M00,1,1,GPS_ASPERSOR_PROBLEMA,0.0,1.0,0,1,,,0.16,0.2,2.0,113.0,1,GPS_ASPERSOR_PROBLEMA,0,0,0,0,0,1,0,0,GPS_ASPERSOR_PROBLEMA,1,0
"2026-05-22 00:17:13,000",e5863d27-c28a-44ba-9c6e-fc1c3436d4d7,76,Device/RADCOM_6253,GERAL,USA MURILLO,MÓDULO 7,bomba,10,1.59,814,84,00000100,-19.372417/-48.328364,,,,,,,,1,1,OK,,,1,0,1.59,814.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:17:13,000",e5863d27-c28a-44ba-9c6e-fc1c3436d4d7,76,Device/RADCOM_6253,GERAL,USA MURILLO,MÓDULO 7,bomba,11,1.23,0,61,00000000,-19.404966/-48.311264,,,,,,,,1,1,OK,,,1,0,1.23,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:17:13,000",e5863d27-c28a-44ba-9c6e-fc1c3436d4d7,76,Device/RADCOM_6253,GERAL,USA MURILLO,MÓDULO 7,carretel,12,,,,00000011,-19.376977/-48.305144,0.13,-19.374439/-48.315777,0.1,-19.376977/-48.305144,0.0,117.0,3869M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.13,0.1,0.0,117.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:17:13,000",e5863d27-c28a-44ba-9c6e-fc1c3436d4d7,76,Device/RADCOM_6253,GERAL,USA MURILLO,MÓDULO 7,carretel,14,,,,00000011,-19.381963/-48.296629,Null,Null,0.14,-19.381963/-48.296629,10.0,237.0,4110M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.14,10.0,237.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:17:13,000",e5863d27-c28a-44ba-9c6e-fc1c3436d4d7,76,Device/RADCOM_6253,GERAL,USA MURILLO,MÓDULO 7,carretel,16,,,,00000011,Null,0.13,-19.407530/-48.294279,0.39,Null,6.0,221.0,4414M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.13,0.39,6.0,221.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:18:13,000",052f3409-629b-476e-8240-596efa28cb1b,89,Device/RADCOM_5111,GERAL,YPÊ,FRENTE 1,bomba,10,1.55,0,71,00000100,-19.373652/-48.310478,,,,,,,,0,1,OK,,,1,0,1.55,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:18:13,000",052f3409-629b-476e-8240-596efa28cb1b,89,Device/RADCOM_5111,GERAL,YPÊ,FRENTE 1,bomba,11,1.2,0,72,00000100,-19.380751/-48.282005,,,,,,,,0,1,OK,,,1,0,1.2,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:18:13,000",052f3409-629b-476e-8240-596efa28cb1b,89,Device/RADCOM_5111,GERAL,YPÊ,FRENTE 1,carretel,12,,,,00000011,-19.389348/-48.301377,0.12,-19.377422/-48.315858,0.2,-19.389348/-48.301377,0.0,97.0,4448M00,0,1,OK,1.0,1.0,1,0,,,0.12,0.2,0.0,97.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:18:13,000",052f3409-629b-476e-8240-596efa28cb1b,89,Device/RADCOM_5111,GERAL,YPÊ,FRENTE 1,carretel,14,,,,00000011,-19.398386/-48.295459,0.15,-19.407566/-48.335610,0.09,-19.398386/-48.295459,0.0,65.0,3931M00,0,1,OK,1.0,1.0,1,0,,,0.15,0.09,0.0,65.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:18:13,000",052f3409-629b-476e-8240-596efa28cb1b,89,Device/RADCOM_5111,GERAL,YPÊ,FRENTE 1,carretel,16,,,,00000011,-19.405132/-48.311468,Null,Null,0.38,-19.405132/-48.311468,0.0,262.0,3836M00,0,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.38,0.0,262.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:19:13,000",45f6be4b-44fb-40fb-8d19-d07fa484342f,81,Device/RADCOM_2245,GERAL,USA LUCIANO,MÓDULO 3,bomba,30,1.44,0,72,00000000,Null,,,,,,,,0,0,GPS_BOMBA_PROBLEMA,,,0,1,1.44,0.0,,,,,1,GPS_BOMBA_PROBLEMA,0,1,0,0,0,0,0,0,GPS_BOMBA_PROBLEMA,1,0
"2026-05-22 00:19:13,000",45f6be4b-44fb-40fb-8d19-d07fa484342f,81,Device/RADCOM_2245,GERAL,USA LUCIANO,MÓDULO 3,bomba,31,Null,0,75,00000100,-19.390919/-48.286323,,,,,,,,0,1,PRESSAO_BOMBA_NULA,,,0,1,,0.0,,,,,1,BOMBA_OFFLINE,1,0,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-22 00:19:13,000",45f6be4b-44fb-40fb-8d19-d07fa484342f,81,Device/RADCOM_2245,GERAL,USA LUCIANO,MÓDULO 3,carretel,32,,,,00000011,-19.385114/-48.310207,0.02,-19.392528/-48.292172,0.2,-19.385114/-48.310207,0.0,104.0,3064M00,0,1,OK,1.0,1.0,1,0,,,0.02,0.2,0.0,104.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:19:13,000",45f6be4b-44fb-40fb-8d19-d07fa484342f,81,Device/RADCOM_2245,GERAL,USA LUCIANO,MÓDULO 3,carretel,34,,,,00000011,-19.409698/-48.313614,0.11,-19.409335/-48.284301,0.1,-19.409698/-48.313614,0.0,128.0,4293M00,0,1,OK,1.0,1.0,1,0,,,0.11,0.1,0.0,128.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:19:13,000",45f6be4b-44fb-40fb-8d19-d07fa484342f,81,Device/RADCOM_2245,GERAL,USA LUCIANO,MÓDULO 3,carretel,36,,,,00000011,-19.381527/-48.316201,0.17,-19.395932/-48.327446,0.43,-19.381527/-48.316201,0.0,151.0,3022M00,0,1,OK,1.0,1.0,1,0,,,0.17,0.43,0.0,151.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:20:13,000",494ca141-2efc-4056-9656-01f040d0b1d1,73,Device/RADCOM_7379,GERAL,YPÊ,FRENTE 2,bomba,20,1.54,0,82,00000000,-19.384641/-48.289668,,,,,,,,0,1,OK,,,1,0,1.54,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:20:13,000",494ca141-2efc-4056-9656-01f040d0b1d1,73,Device/RADCOM_7379,GERAL,YPÊ,FRENTE 2,bomba,21,Null,Null,Null,Null,Null,,,,,,,,0,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-22 00:20:13,000",494ca141-2efc-4056-9656-01f040d0b1d1,73,Device/RADCOM_7379,GERAL,YPÊ,FRENTE 2,carretel,22,,,,00000011,-19.370492/-48.281795,Null,Null,0.32,-19.370492/-48.281795,0.0,230.0,4973M00,0,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.32,0.0,230.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:20:13,000",494ca141-2efc-4056-9656-01f040d0b1d1,73,Device/RADCOM_7379,GERAL,YPÊ,FRENTE 2,carretel,24,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,0,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-22 00:20:13,000",494ca141-2efc-4056-9656-01f040d0b1d1,73,Device/RADCOM_7379,GERAL,YPÊ,FRENTE 2,carretel,26,,,,00000011,Null,0.06,-19.376195/-48.303219,0.2,Null,0.0,236.0,3018M00,0,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.06,0.2,0.0,236.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:21:13,000",ffcb297e-2c8c-4c97-8da5-880da99c06f6,36,Device/RADCOM_5392,CMAA,MÓDULO 1,ID,bomba,30,Null,1068,60,00000000,-19.399971/-48.307222,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,1068.0,,,,,1,PRESSAO_BOMBA_NULA,0,0,1,0,0,0,0,0,PRESSAO_BOMBA_NULA,1,0
"2026-05-22 00:21:13,000",ffcb297e-2c8c-4c97-8da5-880da99c06f6,36,Device/RADCOM_5392,CMAA,MÓDULO 1,ID,bomba,31,1.35,0,68,00000000,-19.386325/-48.321024,,,,,,,,1,1,OK,,,1,0,1.35,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:21:13,000",ffcb297e-2c8c-4c97-8da5-880da99c06f6,36,Device/RADCOM_5392,CMAA,MÓDULO 1,ID,carretel,31,,,,00000011,-19.388777/-48.303722,0.03,-19.400727/-48.295885,0.44,-19.388777/-48.303722,5.0,54.0,3989M00,1,1,OK,1.0,1.0,1,0,,,0.03,0.44,5.0,54.0,0,BOMBA_OFFLINE,1,0,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-22 00:21:13,000",ffcb297e-2c8c-4c97-8da5-880da99c06f6,36,Device/RADCOM_5392,CMAA,MÓDULO 1,ID,carretel,33,,,,00000011,Null,0.13,-19.385778/-48.295161,0.24,Null,5.0,108.0,4922M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.13,0.24,5.0,108.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:21:13,000",ffcb297e-2c8c-4c97-8da5-880da99c06f6,36,Device/RADCOM_5392,CMAA,MÓDULO 1,ID,carretel,35,,,,00000011,-19.390087/-48.299582,0.03,-19.381712/-48.306799,0.22,-19.390087/-48.299582,6.0,21.0,3994M00,1,1,OK,1.0,1.0,1,0,,,0.03,0.22,6.0,21.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:22:13,000",7d2af995-6bbe-44f0-bfd0-5428167bb6d4,77,Device/RADCOM_6536,GERAL,USA LUCIANO,MÓDULO 3,bomba,30,1.27,0,88,00000100,-19.385622/-48.288548,,,,,,,,1,1,OK,,,1,0,1.27,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:22:13,000",7d2af995-6bbe-44f0-bfd0-5428167bb6d4,77,Device/RADCOM_6536,GERAL,USA LUCIANO,MÓDULO 3,bomba,31,1.41,952,50,00000000,-19.406503/-48.293444,,,,,,,,1,1,OK,,,1,0,1.41,952.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:22:13,000",7d2af995-6bbe-44f0-bfd0-5428167bb6d4,77,Device/RADCOM_6536,GERAL,USA LUCIANO,MÓDULO 3,carretel,32,,,,00000011,-19.405196/-48.330307,0.1,Null,0.29,-19.405196/-48.330307,8.0,83.0,4767M00,1,1,GPS_ASPERSOR_PROBLEMA,0.0,1.0,0,1,,,0.1,0.29,8.0,83.0,1,GPS_ASPERSOR_PROBLEMA,0,0,0,0,0,1,0,0,GPS_ASPERSOR_PROBLEMA,1,0
"2026-05-22 00:22:13,000",7d2af995-6bbe-44f0-bfd0-5428167bb6d4,77,Device/RADCOM_6536,GERAL,USA LUCIANO,MÓDULO 3,carretel,34,,,,00000011,-19.388865/-48.323893,Null,Null,0.26,-19.388865/-48.323893,3.0,41.0,4114M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.26,3.0,41.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:22:13,000",7d2af995-6bbe-44f0-bfd0-5428167bb6d4,77,Device/RADCOM_6536,GERAL,USA LUCIANO,MÓDULO 3,carretel,36,,,,00000011,-19.398583/-48.317828,0.08,-19.394205/-48.285085,0.08,-19.398583/-48.317828,10.0,123.0,4490M00,1,1,OK,1.0,1.0,1,0,,,0.08,0.08,10.0,123.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:23:13,000",361c146c-755c-4a03-9cf0-e6f4a86746bd,67,Device/RADCOM_4633,GERAL,CEDRO,FRENTE 1,bomba,30,1.47,914,52,00000000,-19.374025/-48.284268,,,,,,,,1,1,OK,,,1,0,1.47,914.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:23:13,000",361c146c-755c-4a03-9cf0-e6f4a86746bd,67,Device/RADCOM_4633,GERAL,CEDRO,FRENTE 1,bomba,31,Null,0,85,00000000,-19.374834/-48.283333,,,,,,,,1,1,PRESSAO_BOMBA_NULA,,,0,1,,0.0,,,,,1,BOMBA_OFFLINE,1,0,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-22 00:23:13,000",361c146c-755c-4a03-9cf0-e6f4a86746bd,67,Device/RADCOM_4633,GERAL,CEDRO,FRENTE 1,carretel,32,,,,00000011,-19.390834/-48.313708,0.17,-19.407399/-48.296552,0.26,-19.390834/-48.313708,0.0,221.0,3786M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.17,0.26,0.0,221.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:23:13,000",361c146c-755c-4a03-9cf0-e6f4a86746bd,67,Device/RADCOM_4633,GERAL,CEDRO,FRENTE 1,carretel,34,,,,00000011,-19.400509/-48.284315,0.00,-19.382849/-48.310533,0.45,-19.400509/-48.284315,6.0,138.0,3449M00,1,1,PRESSAO_ASPERSOR_SUSPEITA,1.0,1.0,0,1,,,0.0,0.45,6.0,138.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:23:13,000",361c146c-755c-4a03-9cf0-e6f4a86746bd,67,Device/RADCOM_4633,GERAL,CEDRO,FRENTE 1,carretel,36,,,,00000011,-19.401950/-48.313235,0.15,-19.376746/-48.295579,0.32,-19.401950/-48.313235,0.0,231.0,4068M00,1,1,RECOLHIMENTO_ZERADO_COM_BOMBA_OPERANDO,1.0,1.0,0,1,,,0.15,0.32,0.0,231.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:24:13,000",ffbd7eea-1c92-4a3a-8719-480c78570fb2,11,Device/RADCOM_5636,GERAL,CMAA UVT,FRENTE 1,bomba,40,1.29,0,52,00000000,-19.396966/-48.294415,,,,,,,,0,1,OK,,,1,0,1.29,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:24:13,000",ffbd7eea-1c92-4a3a-8719-480c78570fb2,11,Device/RADCOM_5636,GERAL,CMAA UVT,FRENTE 1,bomba,41,1.32,0,77,00000000,-19.393126/-48.287486,,,,,,,,0,1,OK,,,1,0,1.32,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:24:13,000",ffbd7eea-1c92-4a3a-8719-480c78570fb2,11,Device/RADCOM_5636,GERAL,CMAA UVT,FRENTE 1,carretel,42,,,,00000011,-19.387813/-48.299721,0.13,Null,0.34,-19.387813/-48.299721,0.0,227.0,4694M00,0,1,GPS_ASPERSOR_PROBLEMA,0.0,1.0,0,1,,,0.13,0.34,0.0,227.0,1,GPS_ASPERSOR_PROBLEMA,0,0,0,0,0,1,0,0,GPS_ASPERSOR_PROBLEMA,1,0
"2026-05-22 00:24:13,000",ffbd7eea-1c92-4a3a-8719-480c78570fb2,11,Device/RADCOM_5636,GERAL,CMAA UVT,FRENTE 1,carretel,44,,,,00000011,-19.407880/-48.283353,Null,Null,0.28,-19.407880/-48.283353,0.0,182.0,3168M00,0,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.28,0.0,182.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:24:13,000",ffbd7eea-1c92-4a3a-8719-480c78570fb2,11,Device/RADCOM_5636,GERAL,CMAA UVT,FRENTE 1,carretel,46,,,,00000011,-19.371846/-48.303829,Null,Null,0.41,-19.371846/-48.303829,0.0,138.0,3877M00,0,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.41,0.0,138.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:25:13,000",588273dd-58d7-48ae-8a40-3f802672b0d2,16,Device/RADCOM_1271,GERAL,CMAA PONTAL,FRENTE 4,bomba,30,1.2,810,63,00000100,-19.372714/-48.304470,,,,,,,,1,1,OK,,,1,0,1.2,810.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:25:13,000",588273dd-58d7-48ae-8a40-3f802672b0d2,16,Device/RADCOM_1271,GERAL,CMAA PONTAL,FRENTE 4,bomba,31,1.59,0,85,00000100,Null,,,,,,,,1,0,GPS_BOMBA_PROBLEMA,,,0,1,1.59,0.0,,,,,1,GPS_BOMBA_PROBLEMA,0,1,0,0,0,0,0,0,GPS_BOMBA_PROBLEMA,1,0
"2026-05-22 00:25:13,000",588273dd-58d7-48ae-8a40-3f802672b0d2,16,Device/RADCOM_1271,GERAL,CMAA PONTAL,FRENTE 4,carretel,32,,,,00000011,-19.398068/-48.322862,Null,Null,0.14,-19.398068/-48.322862,10.0,34.0,4094M00,1,1,ASPERSOR_OFFLINE,0.0,1.0,0,1,,,,0.14,10.0,34.0,2,ASPERSOR_OFFLINE;GPS_ASPERSOR_PROBLEMA,0,0,0,0,1,1,0,0,ASPERSOR_OFFLINE,1,0
"2026-05-22 00:25:13,000",588273dd-58d7-48ae-8a40-3f802672b0d2,16,Device/RADCOM_1271,GERAL,CMAA PONTAL,FRENTE 4,carretel,34,,,,00000010,Null,0.00,Null,0.0,Null,0.0,0.0,0M00,1,0,CARRETEL_OFFLINE,0.0,0.0,0,1,,,0.0,0.0,0.0,0.0,3,CARRETEL_OFFLINE,0,0,0,1,0,0,0,0,CARRETEL_OFFLINE,1,0
"2026-05-22 00:25:13,000",588273dd-58d7-48ae-8a40-3f802672b0d2,16,Device/RADCOM_1271,GERAL,CMAA PONTAL,FRENTE 4,carretel,36,,,,00000011,Null,0.19,-19.382598/-48.293311,0.09,Null,8.0,98.0,3108M00,1,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.19,0.09,8.0,98.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:26:13,000",82ef87f8-f25f-4909-ac00-3504390f08eb,7,Device/RADCOM_2863,GERAL,UMOE,FRENTE 1,bomba,7,Null,Null,Null,Null,Null,,,,,,,,0,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
"2026-05-22 00:26:13,000",82ef87f8-f25f-4909-ac00-3504390f08eb,7,Device/RADCOM_2863,GERAL,UMOE,FRENTE 1,bomba,0,1.5,0,74,00000100,-19.402026/-48.335544,,,,,,,,0,1,OK,,,1,0,1.5,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:26:13,000",82ef87f8-f25f-4909-ac00-3504390f08eb,7,Device/RADCOM_2863,GERAL,UMOE,FRENTE 1,carretel,1,,,,00000011,Null,0.06,-19.389176/-48.284784,0.13,Null,0.0,272.0,3775M00,0,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.06,0.13,0.0,272.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:26:13,000",82ef87f8-f25f-4909-ac00-3504390f08eb,7,Device/RADCOM_2863,GERAL,UMOE,FRENTE 1,carretel,3,,,,00000011,Null,0.14,-19.409439/-48.289970,0.47,Null,0.0,264.0,3323M00,0,0,GPS_CARRETEL_PROBLEMA,1.0,0.0,0,1,,,0.14,0.47,0.0,264.0,2,GPS_CARRETEL_PROBLEMA,0,0,0,0,0,0,1,0,GPS_CARRETEL_PROBLEMA,1,0
"2026-05-22 00:26:13,000",82ef87f8-f25f-4909-ac00-3504390f08eb,7,Device/RADCOM_2863,GERAL,UMOE,FRENTE 1,carretel,5,,,,00000011,-19.370378/-48.309920,0.16,-19.377770/-48.323810,0.3,-19.370378/-48.309920,0.0,230.0,3821M00,0,1,OK,1.0,1.0,1,0,,,0.16,0.3,0.0,230.0,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:27:13,000",f4664ef3-6ef9-4605-82f0-7b68ba8afb8b,25,Device/RADCOM_5859,GERAL,YPÊ,FRENTE 2,bomba,20,1.24,0,81,00000100,-19.394066/-48.303197,,,,,,,,0,1,OK,,,1,0,1.24,0.0,,,,,0,OK,0,0,0,0,0,0,0,0,OK,0,1
"2026-05-22 00:27:13,000",f4664ef3-6ef9-4605-82f0-7b68ba8afb8b,25,Device/RADCOM_5859,GERAL,YPÊ,FRENTE 2,bomba,21,Null,Null,Null,Null,Null,,,,,,,,0,0,BOMBA_OFFLINE,,,0,1,,,,,,,3,BOMBA_OFFLINE;GPS_BOMBA_PROBLEMA,1,1,0,0,0,0,0,0,BOMBA_OFFLINE,1,0
